customer_text_clean,spotify_text_clean,intent
RE: 's iPhone cache-clearing problem I just freed up 3 gigs of mystery data. It's an actual problem they seem to refuse to address.,"We understand your concern. No worries, we'll make sure to pass your feedback on to the right team /JT",App / Device Issue
Hey I’m waiting for the new We Need To Talk About podcast to come out. 🙃,Hey there! We’ll have it available to you as soon as it’s available to us! /TF,General / Other Support
"Thanks for the clarification, why did NUS stop?","We’re afraid that we don’t have any more info to share, but give us a shout if you need anything else! /CP",General / Other Support
is this relevant to your interest? Are these track names that are already on your app going to be rejected later on?,"Hey! You can contact our Artist team here: If you've reached out, DM us your email address & we'll chase it up /K",General / Other Support
good morning from Atlantic 🇨🇦. Noticed that I'm being charged twice for my account. 9.99$ and 14.99$. Can you help?,"Hey Scott, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /AY",Premium / Billing / Subscription
Turns out it's my crappy headphones causing the problem. Nevermind!,"Got it. Just to be sure, are the tracks no longer skipping when you use a different set of headphones? Keep us posted /NY",General / Other Support
why is “Stranger Think” by C418 not available on my Spotify anymore? I neeeeeed it.,Hey! Sometimes content gets removed due to licensing changes. Hopefully we'll have it back soon. Check this out: /AR,Music / Content Availability
"If you really love students, then why is there only college students only instead for all students? Be specific next time with your stupid ass ads. I'm in high school and today you guys ruined my day trying to listen some music with premium.","Hey there! Sorry you feel that way. We hear you. Rest assured, your feedback will be passed on to the right folks /NQ",Premium / Billing / Subscription
how is this possible? Why are you doing this to me,"1: Hi Gabby! We're sorry you're feeling this way. Currently, there's a 3,333 limit for offline songs. Keep in mind you can save up to...",General / Other Support
any possibility of this anime ending theme song being added to spotify?,"Hi there. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /JU",General / Other Support
"the Spotify ""sign up"" page keeps loading after i press SIGN UP and i can't make an account. i've tried several devices and browers and the result is the same. help?? #Spotify 😥",Hey Corina! Could you DM us any error messages you might be receiving? A screenshot would be helpful as well. We'll help out there /CG,General / Other Support
hello can u make almost like a little timeline feature where ur friends can share music/albums,Nice idea! It's definitely something for the team to consider and we'll make sure it reaches them /TC,Feature Request / Product Feedback
please update all playlists with this interface. Please. It makes things a lot easier.,"Hi Fran. We appreciate your feedback on this, and we'll let our devs know this is something you'd like to see. Any questions, just shout /LM",App / Device Issue
im trying to update my payment info for my premium subscription but it keeps saying my CSRF token is invalid. Can you help at all?,"Hey, help's here! Can you DM us your account's email address along with the screenshot of the error message? We'll take a look backstage /MG",Premium / Billing / Subscription
"IPhone 6s, ios 11.02, version 8.4.15","1: Spotify doesn't require the featured artist to be listed in the track title. Instead, it needs to be written into track metadata...",App / Device Issue
Nothing for loyal customers who pay €14.99 every month? ?,Hi there! We're afraid these offers can't be redeemed with any other deal. We’d recommend taking advantage of these offers once your trial period expires. Let us know if you have any other questions /NY,General / Other Support
I am trying to sign up for student discounted premium and Spotify is telling me I'm not a student... What should I do?,Hey Hafsa! Can you DM us your account's username and email address? We'll take a look backstage /SY,Premium / Billing / Subscription
"Thanks, but I'm not holding my breath, this feature has been requested on your forums for several years","We understand. Rest assured that our devs monitor all feedback about this. If you need us again, just give us a shout /MU",Feature Request / Product Feedback
Yes it worked for now! I’ll let you know if anything changes!,Cool beans! We're glad to hear that. You know where to find us if there's anything else you need help with. 😉 /CH,General / Other Support
". Why did y'all take off ""Sometimes I Cry"" by Chris Stapleton? Why?! Why you do that?!",Hey there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /PX,General / Other Support
If it's not back by tomorrow I'm switching to spinrilla,You don't have to wait that long! Is this what you were looking for: We hope this helps 🙂 /NH,General / Other Support
When I shuffle a large (1000+ songs) playlist on my Sonos One it literally only ever plays the first 100 songs. All other clients ok. This list: Never plays anything past Frightened Rabbit. What's that about? Known bug?,Hey there! Thanks for the report. The right team are aware of this issue between Shuffle and Connect and they're investigating /JP,Spotify Connect / External Devices
